File_A, File_B, Confidence, Support, NS, PS, NS_Samp, PS_Samp, Precision_NS, Recall_NS, Precision_PS, Recall_PS, MaxReservoirSize, TargetPercentage
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.9_50_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.9_50_SHACL.ttl,0.9,50,1054,4474,1054,4515,1.00,1.00,0.99,1.00,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.9_100_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.9_100_SHACL.ttl,0.9,100,704,2949,704,2994,1.00,1.00,0.98,1.00,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.9_500_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.9_500_SHACL.ttl,0.9,500,261,1081,261,1127,1.00,1.00,0.95,0.99,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.9_1000_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.9_1000_SHACL.ttl,0.9,1000,165,686,165,735,1.00,1.00,0.92,0.98,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.75_1_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.75_1_SHACL.ttl,0.75,1,13227,77265,13227,76305,1.00,1.00,1.00,0.99,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.75_10_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.75_10_SHACL.ttl,0.75,10,2822,14066,2822,14079,1.00,1.00,1.00,1.00,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.75_25_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.75_25_SHACL.ttl,0.75,25,1614,7756,1614,7786,1.00,1.00,0.99,1.00,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.75_50_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.75_50_SHACL.ttl,0.75,50,1054,4909,1054,4942,1.00,1.00,0.99,1.00,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.75_100_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.75_100_SHACL.ttl,0.75,100,704,3205,704,3242,1.00,1.00,0.98,0.99,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.75_500_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.75_500_SHACL.ttl,0.75,500,261,1170,261,1210,1.00,1.00,0.95,0.99,1000,100
/app/local/Output/Latest-wo-max-card/wikidata-shexer/wikidata-shexer-clean_CUSTOM_0.75_1000_SHACL.ttl,/app/local/Output/Latest-wo-max-card/wikidata-shexer/sampled/wikidata-shexer-clean_CUSTOM_0.75_1000_SHACL.ttl,0.75,1000,165,743,165,796,1.00,1.00,0.91,0.98,1000,100
