DATASET,Confidence,Support,COUNT_MCC,MIN_CC,AVG_CC,COUNT_CC,MIN_MCC,COUNT_PS,MIN_LC,AVG_MCC,COUNT_NS,AVG_LC,MAX_LC,AVG_PS,MAX_CC,MAX_PS,MAX_MCC,COUNT_LC,MIN_PS,
WikiData, > 90.0%, > 250,0,1,1.879118157047312360663859,7586,-999,10689,1,0,4010,1,1,3.265811182401466544454629,13,26,-999,6652,1,
WikiData, > 90.0%, > 300,0,1,1.867788461538461538461538,6993,-999,9901,1,0,3682,1,1,3.281736824660258534968512,13,23,-999,6157,1,
WikiData, > 90.0%, > 350,0,1,1.864553314121037463976945,6470,-999,9250,1,0,3405,1,1,3.298858773181169757489301,13,23,-999,5780,1,
WikiData, > 90.0%, > 450,0,1,1.849354838709677419354839,5733,-999,8402,1,0,3012,1,1,3.351416035101715197447148,13,23,-999,5302,1,
WikiData, > 90.0%, > 500,0,1,1.839195979899497487437186,5490,-999,8103,1,0,2891,1,1,3.358060505594695399917116,13,23,-999,5118,1,
WikiData, > 90.0%, > 1000,0,1,1.925067385444743935309973,3571,-999,5021,1,0,1701,1,1,3.571123755334281650071124,13,23,-999,3166,1,
WikiData, > 75.0%, > 1,284595,1,2.135744430267936009421926,217611,1,350102,1,1,82651,1,1,4.555120415305949856230240,85,233,1,248212,1,
WikiData, > 75.0%, > 10,30375,1,1.978626168881389299022710,56284,1,80046,1,1,23640,1,1,3.728966738097456442746669,28,104,1,51600,1,
WikiData, > 75.0%, > 25,14038,1,1.943339124586672644734630,34675,1,49893,1,1,14683,1,1,3.746564541563415183599910,20,104,1,32050,1,
WikiData, > 75.0%, > 50,6537,1,1.941944725311762723289518,23047,1,33174,1,1,9920,1,1,3.705764075067024128686327,20,100,1,21306,1,
WikiData, > 75.0%, > 100,1890,1,1.943897382741642912671677,15003,1,21637,1,1,6596,1,1,3.645047169811320754716981,17,100,1,13919,1,
WikiData, > 75.0%, > 150,588,1,1.922269909394372913686218,12093,1,17644,1,1,5279,1,1,3.709840201850294365012616,17,100,1,11353,1,
WikiData, > 75.0%, > 200,0,1,1.921645098386810849140223,10840,-999,15823,1,0,4519,1,1,3.794484412470023980815348,17,100,-999,10182,1,
WikiData, > 75.0%, > 250,0,1,1.919145538031543222200040,9613,-999,14103,1,0,4010,1,1,3.794188861985472154963680,13,29,-999,9094,1,
WikiData, > 75.0%, > 300,0,1,1.912846020761245674740484,8845,-999,12991,1,0,3682,1,1,3.802985948477751756440281,13,29,-999,8367,1,
WikiData, > 75.0%, > 350,0,1,1.909645623093170617226003,8137,-999,12072,1,0,3405,1,1,3.814218009478672985781991,13,29,-999,7811,1,
WikiData, > 75.0%, > 450,0,1,1.898811096433289299867900,7187,-999,10872,1,0,3012,1,1,3.874554526015680684248040,13,29,-999,7087,1,
WikiData, > 75.0%, > 500,0,1,1.886201209455744914788345,6862,-999,10440,1,0,2891,1,1,3.875278396436525612472160,13,29,-999,6802,1,
WikiData, > 75.0%, > 1000,0,1,1.958535509483899426554918,4440,-999,6594,1,0,1701,1,1,4.173417721518987341772152,13,27,-999,4327,1,
