DATASET,Confidence,Support,COUNT_MCC,MIN_CC,AVG_CC,COUNT_CC,MIN_MCC,COUNT_PS,MIN_LC,AVG_MCC,COUNT_NS,AVG_LC,MAX_LC,AVG_PS,MAX_CC,MAX_PS,MAX_MCC,COUNT_LC,MIN_PS,
WikiData, > 50.0%, > 10,33791,1,1.956643072785853819418018,77125,1,109301,1,1,23640,1,1,4.814173713883016208597604,34,138,1,69884,1,
WikiData, > 50.0%, > 25,16349,1,1.933778633774535917715035,47190,1,67454,1,1,14683,1,1,4.795535333428124555666145,23,134,1,43051,1,
WikiData, > 50.0%, > 50,8253,1,1.937058604881675133192913,31268,1,44496,1,1,9920,1,1,4.701109350237717908082409,23,134,1,28354,1,
WikiData, > 50.0%, > 100,3222,1,1.932006475573754880487573,20288,1,28949,1,1,6596,1,1,4.612651370299553855959210,23,134,1,18448,1,
WikiData, > 50.0%, > 150,1871,1,1.903135236312587739822181,16268,1,23370,1,1,5279,1,1,4.662809257781324820430966,17,108,1,14822,1,
WikiData, > 50.0%, > 200,1263,1,1.892509464575446187128177,13997,1,20118,1,1,4519,1,1,4.672085462145843009753832,14,47,1,12722,1,
WikiData, > 50.0%, > 250,801,1,1.884678995639753420538265,12535,1,17983,1,1,4010,1,1,4.707591623036649214659686,14,47,1,11332,1,
WikiData, > 50.0%, > 300,540,1,1.874816146429155090701095,11472,1,16552,1,1,3682,1,1,4.715669515669515669515670,14,47,1,10433,1,
WikiData, > 50.0%, > 350,344,1,1.876638126856543770749607,10740,1,15557,1,1,3405,1,1,4.773550168763424363301626,14,47,1,9834,1,
WikiData, > 50.0%, > 450,79,1,1.863446177253708634461773,9798,1,14435,1,1,3012,1,1,4.931670652545268192688760,14,47,1,9177,1,
WikiData, > 50.0%, > 500,0,1,1.862109147407263546319674,9588,-999,14144,1,0,2891,1,1,4.968036529680365296803653,14,47,-999,8995,1,
WikiData, > 50.0%, > 1000,0,1,1.986115702479338842975207,6008,-999,8793,1,0,1701,1,1,5.243291592128801431127013,14,47,-999,5768,1,
WikiData, > 90.0%, > 1,296878,1,2.102071709281451652030469,216629,1,327721,1,1,82651,1,1,4.522972245607739762893854,88,239,1,224666,1,
WikiData, > 90.0%, > 10,33791,1,1.904074505238649592549476,49068,1,63802,1,1,23640,1,1,3.378090750251495737809075,20,110,1,38032,1,
WikiData, > 90.0%, > 25,16349,1,1.856194282201045189056256,30191,1,39706,1,1,14683,1,1,3.400359681425023550569496,20,92,1,23441,1,
WikiData, > 90.0%, > 50,8253,1,1.848122548103866990472632,19786,1,26265,1,1,9920,1,1,3.351409978308026030368764,20,81,1,15559,1,
WikiData, > 90.0%, > 100,3222,1,1.836387434554973821989529,12627,1,16891,1,1,6596,1,1,3.244525547445255474452555,13,81,1,10015,1,
WikiData, > 90.0%, > 150,1871,1,1.803807509254362771020624,10233,1,13834,1,1,5279,1,1,3.295378751786565030967127,13,81,1,8161,1,
WikiData, > 90.0%, > 200,1263,1,1.795967258933918945897385,8996,1,12106,1,1,4519,1,1,3.337744692583402260821616,13,26,1,7097,1,
WikiData, > 90.0%, > 250,801,1,1.783593578183417638003079,8110,1,10931,1,1,4010,1,1,3.386307311028500619578686,13,24,1,6384,1,
WikiData, > 90.0%, > 300,540,1,1.770907367922293295427624,7475,1,10125,1,1,3682,1,1,3.406796769851951547779273,13,23,1,5904,1,
WikiData, > 90.0%, > 350,344,1,1.760445682451253481894150,6952,1,9495,1,1,3405,1,1,3.427797833935018050541516,13,23,1,5546,1,
WikiData, > 90.0%, > 450,79,1,1.732283464566929133858268,6160,1,8639,1,1,3012,1,1,3.480660757453666398066076,13,23,1,5083,1,
WikiData, > 90.0%, > 500,0,1,1.723908644116796762069962,5963,-999,8393,1,0,2891,1,1,3.5,13,23,-999,4934,1,
WikiData, > 90.0%, > 1000,0,1,1.895123230204509701101206,3614,-999,4912,1,0,1701,1,1,3.528735632183908045977011,13,23,-999,3005,1,
WikiData, > 75.0%, > 1,296878,1,2.078038884487127023238400,238669,1,362717,1,1,82651,1,1,4.716674685634777181050962,88,239,1,247864,1,
WikiData, > 75.0%, > 10,33791,1,1.910621317454874208934751,61287,1,83329,1,1,23640,1,1,3.883534510882229575429930,28,111,1,51252,1,
WikiData, > 75.0%, > 25,16349,1,1.874470523745452733343300,37615,1,51769,1,1,14683,1,1,3.891820778830251090061645,20,111,1,31702,1,
WikiData, > 75.0%, > 50,8253,1,1.871962687128563905815091,24884,1,34251,1,1,9920,1,1,3.832494125545485062101376,20,106,1,20958,1,
WikiData, > 75.0%, > 100,3222,1,1.864416608675481326838321,16075,1,22193,1,1,6596,1,1,3.747551502870651806822020,17,106,1,13571,1,
WikiData, > 75.0%, > 150,1871,1,1.835287469981635824268965,12992,1,18084,1,1,5279,1,1,3.816800337695230054875475,17,106,1,11005,1,
WikiData, > 75.0%, > 200,1263,1,1.830378923402179216132705,11255,1,15584,1,1,4519,1,1,3.821481118195193722412948,13,29,1,9435,1,
WikiData, > 75.0%, > 250,801,1,1.821743036837376460017969,10138,1,13999,1,1,4010,1,1,3.856473829201101928374656,13,29,1,8434,1,
WikiData, > 75.0%, > 300,540,1,1.810647425897035881435257,9285,1,12899,1,1,3682,1,1,3.871248499399759903961585,13,29,1,7771,1,
WikiData, > 75.0%, > 350,344,1,1.805281911548941521693565,8613,1,12031,1,1,3405,1,1,3.892267874474280168230346,13,29,1,7260,1,
WikiData, > 75.0%, > 450,79,1,1.781923522595596755504056,7689,1,10954,1,1,3012,1,1,3.965966690803765387400434,13,29,1,6639,1,
WikiData, > 75.0%, > 500,0,1,1.776512455516014234875445,7488,-999,10694,1,0,2891,1,1,3.990298507462686567164179,13,29,-999,6479,1,
WikiData, > 75.0%, > 1000,0,1,1.919267582188930503537245,4612,-999,6442,1,0,1701,1,1,4.108418367346938775510204,13,25,-999,4039,1,
