DATASET,Confidence,Support,COUNT_MCC,MIN_CC,AVG_CC,COUNT_CC,MIN_MCC,COUNT_PS,MIN_LC,AVG_MCC,COUNT_NS,AVG_LC,MAX_LC,AVG_PS,MAX_CC,MAX_PS,MAX_MCC,COUNT_LC,MIN_PS,
WikiData, > 1.0%, > 1.0,296878,1,4.430304953007891501764683,2010942,1,1896826,1,1,82651,1,1,22.949825168479510229761285,655,1409,1,1013439,1,
WikiData, > 25.0%, > 1,296878,1,2.239973526775477872970212,429833,1,620622,1,1,82651,1,1,7.598677685950413223140496,150,298,1,428730,1,
WikiData, > 25.0%, > 10,33791,1,2.068343071786310517529215,99115,1,141040,1,1,23640,1,1,6.175942549371633752244165,60,185,1,93120,1,
WikiData, > 25.0%, > 25,16349,1,2.047666678163694684923947,59368,1,85450,1,1,14683,1,1,6.041003888299752562743019,40,185,1,56457,1,
WikiData, > 25.0%, > 50,8253,1,2.045377974310381132870078,38854,1,55963,1,1,9920,1,1,5.885885570046276819520404,40,185,1,36967,1,
WikiData, > 25.0%, > 100,3222,1,2.051475356679636835278859,25307,1,36362,1,1,6596,1,1,5.768083756345177664974619,24,135,1,24026,1,
WikiData, > 25.0%, > 150,1871,1,2.036174677725592085540122,20376,1,29350,1,1,5279,1,1,5.825724493846764589122668,21,108,1,19343,1,
WikiData, > 25.0%, > 200,1263,1,2.039568757885078564055511,17783,1,25580,1,1,4519,1,1,5.910351201478743068391867,21,72,1,16861,1,
WikiData, > 25.0%, > 250,801,1,2.047146090017601206939904,16283,1,23332,1,1,4010,1,1,6.072878709005726184279021,21,72,1,15378,1,
WikiData, > 25.0%, > 300,540,1,2.051085051893786224558566,15217,1,21882,1,1,3682,1,1,6.195356738391845979614949,21,72,1,14463,1,
WikiData, > 25.0%, > 350,344,1,2.062980906241094328868624,14478,1,20867,1,1,3405,1,1,6.358013406459475929311395,21,72,1,13849,1,
WikiData, > 25.0%, > 450,79,1,2.065516188149053145998778,13525,1,19720,1,1,3012,1,1,6.682480515079634022365300,21,72,1,13172,1,
WikiData, > 25.0%, > 500,0,1,2.066511266511266511266511,13298,-999,19406,1,0,2891,1,1,6.759317311041448972483455,21,72,-999,12971,1,
WikiData, > 25.0%, > 1000,0,1,2.193041237113402061855670,8509,-999,12233,1,0,1701,1,1,7.247037914691943127962085,21,68,-999,8353,1,
WikiData, > 50.0%, > 1,296878,1,2.079573238497443876416982,280680,1,431123,1,1,82651,1,1,5.370174761151455512512301,88,239,1,296153,1,
