DATASET,Confidence,Support,COUNT_MCC,MIN_CC,AVG_CC,COUNT_CC,MIN_MCC,COUNT_PS,MIN_LC,AVG_MCC,COUNT_NS,AVG_LC,MAX_LC,AVG_PS,MAX_CC,MAX_PS,MAX_MCC,COUNT_LC,MIN_PS,
WikiData, > 90.0%, > 250,0,1,1.629809358752166377816291,4702,-999,9765,1,0,4010,1,1,3.201639344262295081967213,7,27,-999,6880,1,
WikiData, > 90.0%, > 300,0,1,1.618533680684778563453666,4349,-999,9052,1,0,3682,1,1,3.219061166429587482219061,7,23,-999,6365,1,
WikiData, > 90.0%, > 350,0,1,1.612106730386300278773397,4048,-999,8503,1,0,3405,1,1,3.245419847328244274809160,7,23,-999,5992,1,
WikiData, > 90.0%, > 450,0,1,1.598672566371681415929204,3613,-999,7770,1,0,3012,1,1,3.290978398983481575603558,7,23,-999,5510,1,
WikiData, > 90.0%, > 500,0,1,1.593204775022956841138659,3470,-999,7491,1,0,2891,1,1,3.294195250659630606860158,7,23,-999,5313,1,
WikiData, > 90.0%, > 1000,0,1,1.683554169914263445050663,2160,-999,4624,1,0,1701,1,1,3.492447129909365558912387,7,23,-999,3341,1,
WikiData, > 75.0%, > 1,157592,1,1.845768262760501679636904,175276,1,390116,1,1,82651,1,1,5.023125257519571487433045,68,228,1,295155,1,
WikiData, > 75.0%, > 10,0,1,1.687044707898871589772890,35433,-999,74247,1,0,23640,1,1,3.499410849790262525333459,18,128,-999,53244,1,
WikiData, > 75.0%, > 25,0,1,1.630412446792895934243358,22216,-999,46970,1,0,14683,1,1,3.575125589891916577865733,15,98,-999,33344,1,
WikiData, > 75.0%, > 50,0,1,1.634514362356097015759472,14624,-999,31347,1,0,9920,1,1,3.571086807928913192071087,13,98,-999,22400,1,
WikiData, > 75.0%, > 100,0,1,1.652341694439572004911419,9420,-999,20406,1,0,6596,1,1,3.505583233121456794365229,13,98,-999,14705,1,
WikiData, > 75.0%, > 150,0,1,1.635778635778635778635779,7626,-999,16732,1,0,5279,1,1,3.574449903866695150608844,13,98,-999,12070,1,
WikiData, > 75.0%, > 200,0,1,1.625457205559619604974396,6666,-999,14637,1,0,4519,1,1,3.636521739130434782608696,13,98,-999,10536,1,
WikiData, > 75.0%, > 250,0,1,1.620167612868342795350095,5993,-999,13122,1,0,4010,1,1,3.659230340211935303959844,7,29,-999,9423,1,
WikiData, > 75.0%, > 300,0,1,1.610884749708963911525029,5535,-999,12122,1,0,3682,1,1,3.671108419139915202907329,7,25,-999,8686,1,
WikiData, > 75.0%, > 350,0,1,1.605478589420654911838791,5099,-999,11315,1,0,3405,1,1,3.695297191378184193337688,7,25,-999,8139,1,
WikiData, > 75.0%, > 450,0,1,1.597030752916224814422057,4518,-999,10223,1,0,3012,1,1,3.752936857562408223201175,7,25,-999,7394,1,
WikiData, > 75.0%, > 500,0,1,1.591678939617083946980854,4323,-999,9818,1,0,2891,1,1,3.750190985485103132161956,7,25,-999,7102,1,
WikiData, > 75.0%, > 1000,0,1,1.660388821385176184690158,2733,-999,6245,1,0,1701,1,1,4.065755208333333333333333,7,25,-999,4599,1,
