DATASET,Confidence,Support,COUNT_MCC,MIN_CC,AVG_CC,COUNT_CC,MIN_MCC,COUNT_PS,MIN_LC,AVG_MCC,COUNT_NS,AVG_LC,MAX_LC,AVG_PS,MAX_CC,MAX_PS,MAX_MCC,COUNT_LC,MIN_PS,
WikiData, > 50.0%, > 350,1669,1,1.861052998605299860529986,10675,1,15267,1,1,3405,1,1,4.691763982790411800860479,14,46,1,9531,1,
WikiData, > 50.0%, > 450,1400,1,1.842380767739433889104304,9503,1,13798,1,1,3012,1,1,4.751377410468319559228650,14,46,1,8640,1,
WikiData, > 50.0%, > 500,1312,1,1.837696335078534031413613,9126,1,13281,1,1,2891,1,1,4.770474137931034482758621,14,46,1,8315,1,
WikiData, > 50.0%, > 1000,0,1,1.973272490221642764015645,6054,-999,8749,1,0,1701,1,1,5.210839785586658725431805,14,46,-999,5681,1,
WikiData, > 90.0%, > 1,300249,1,2.098777626867514507963946,220974,1,329889,1,1,82651,1,1,4.551825482241907442669095,91,240,1,224602,1,
WikiData, > 90.0%, > 10,35308,1,1.897376070991432068543452,49605,1,64112,1,1,23640,1,1,3.395043423003600932005931,20,112,1,37968,1,
WikiData, > 90.0%, > 25,17748,1,1.849675973593362001090182,30540,1,39888,1,1,14683,1,1,3.417409184372858122001371,20,93,1,23377,1,
WikiData, > 90.0%, > 50,9611,1,1.839985319754105881273511,20054,1,26394,1,1,9920,1,1,3.370020429009193054136874,20,82,1,15495,1,
WikiData, > 90.0%, > 100,4558,1,1.827605874803935548267503,12817,1,16964,1,1,6596,1,1,3.261680446068063833878100,13,82,1,9951,1,
WikiData, > 90.0%, > 150,3204,1,1.795886622882820601451780,10391,1,13883,1,1,5279,1,1,3.310994514667302647269258,13,82,1,8097,1,
WikiData, > 90.0%, > 200,2592,1,1.788608338226658837345860,9138,1,12142,1,1,4519,1,1,3.352291551628934290447267,13,26,1,7033,1,
WikiData, > 90.0%, > 250,2129,1,1.775479422538246067657832,8240,1,10961,1,1,4010,1,1,3.400868755817561278312132,13,24,1,6320,1,
WikiData, > 90.0%, > 300,1865,1,1.762877030162412993039443,7598,1,10150,1,1,3682,1,1,3.420963936636332996292551,13,23,1,5840,1,
WikiData, > 90.0%, > 350,1669,1,1.751486620416253716551041,7069,1,9518,1,1,3405,1,1,3.442314647377938517179024,13,23,1,5482,1,
WikiData, > 90.0%, > 450,1400,1,1.724621733149931224209078,6269,1,8654,1,1,3012,1,1,3.493742430359305611626968,13,23,1,5019,1,
WikiData, > 90.0%, > 500,1312,1,1.716889774992879521503845,6028,1,8337,1,1,2891,1,1,3.511794439764111204717776,13,23,1,4826,1,
WikiData, > 90.0%, > 1000,0,1,1.885641025641025641025641,3677,-999,4893,1,0,1701,1,1,3.517613227893601725377426,13,23,-999,2943,1,
WikiData, > 75.0%, > 1,300249,1,2.075794412454681168692685,243335,1,365049,1,1,82651,1,1,4.745826833073322932917317,91,240,1,247824,1,
WikiData, > 75.0%, > 10,35308,1,1.903237674760853568800589,62076,1,83828,1,1,23640,1,1,3.906426208117806048744117,28,112,1,51212,1,
WikiData, > 75.0%, > 25,17748,1,1.865570078817251676702404,38108,1,52089,1,1,14683,1,1,3.916171716412299827080671,20,112,1,31662,1,
WikiData, > 75.0%, > 50,9611,1,1.859963167587476979742173,25249,1,34493,1,1,9920,1,1,3.860004476275738585496867,20,108,1,20918,1,
WikiData, > 75.0%, > 100,4558,1,1.850617703728890400090672,16328,1,22354,1,1,6596,1,1,3.775375781118054382705624,17,108,1,13531,1,
WikiData, > 75.0%, > 150,3204,1,1.821872410936205468102734,13194,1,18207,1,1,5279,1,1,3.843571880937302089930336,17,108,1,10965,1,
WikiData, > 75.0%, > 200,2592,1,1.816420517706844529140861,11438,1,15692,1,1,4519,1,1,3.849852796859666339548577,13,30,1,9395,1,
WikiData, > 75.0%, > 250,2129,1,1.808144637528523784447955,10301,1,14091,1,1,4010,1,1,3.883958103638368246968026,13,30,1,8394,1,
WikiData, > 75.0%, > 300,1865,1,1.796648895658796648895659,9436,1,12983,1,1,3682,1,1,3.898798798798798798798799,13,30,1,7731,1,
WikiData, > 75.0%, > 350,1669,1,1.789936592350173859685007,8751,1,12109,1,1,3405,1,1,3.920038847523470378763354,13,30,1,7220,1,
WikiData, > 75.0%, > 450,1400,1,1.766529867761057911536708,7748,1,10925,1,1,3012,1,1,3.968398111151471122411914,13,30,1,6539,1,
WikiData, > 75.0%, > 500,1312,1,1.757727056585829766999524,7393,1,10463,1,1,2891,1,1,3.966262319939347990902199,13,30,1,6257,1,
WikiData, > 75.0%, > 1000,0,1,1.902557856272838002436054,4686,-999,6474,1,0,1701,1,1,4.128826530612244897959184,13,24,-999,4011,1,
