http://schema.org/ArchiveOrganization|5
http://schema.org/GovernmentOffice|128
http://schema.org/Library|33
http://schema.org/AutomotiveBusiness|2
http://schema.org/EntertainmentBusiness|6
http://schema.org/AmusementPark|5
http://schema.org/NightClub|2
http://schema.org/MovieTheater|6
http://schema.org/ShoppingCenter|2
http://schema.org/TelevisionStation|4
http://schema.org/HealthAndBeautyBusiness|5
http://schema.org/LodgingBusiness|6
http://schema.org/Hostel|2
http://schema.org/Hotel|6
http://schema.org/Resort|2
http://schema.org/Store|22
http://schema.org/BookStore|1
http://schema.org/GroceryStore|3
http://schema.org/FoodEstablishment|9
http://schema.org/Restaurant|15
http://schema.org/Winery|1
http://schema.org/BarOrPub|15
http://schema.org/CafeOrCoffeeShop|2
http://schema.org/Bakery|1
http://schema.org/Brewery|2
http://schema.org/FinancialService|5
http://schema.org/BankOrCreditUnion|19
http://schema.org/TouristAttraction|9
http://schema.org/Accommodation|2
http://schema.org/House|87
http://schema.org/Landform|242
http://schema.org/Volcano|5
http://schema.org/Continent|2
http://schema.org/BodyOfWater|85
http://schema.org/LakeBodyOfWater|17
http://schema.org/RiverBodyOfWater|4
http://schema.org/Canal|14
http://schema.org/Pond|3
http://schema.org/SeaBodyOfWater|2
http://schema.org/Waterfall|1
http://schema.org/Mountain|10
http://schema.org/Product|1306
http://schema.org/Vehicle|364
http://schema.org/Motorcycle|2
http://schema.org/BusOrCoach|7
